0,1
0,2
0,3
0,4
1,0
1,2
1,3
1,4
2,1
2,0
2,3
2,4
3,1
3,2
3,0
3,4
4,1
4,2
4,3
4,0
5,6
5,7
5,8
5,9
6,5
6,7
6,8
6,9
7,6
7,5
7,8
7,9
8,6
8,7
8,5
8,9
9,6
9,7
9,8
9,5
10,11
10,12
10,13
10,14
11,10
11,12
11,13
11,14
12,11
12,10
12,13
12,14
13,11
13,12
13,10
13,14
14,11
14,12
14,13
14,10
15,16
15,17
15,18
15,19
16,15
16,17
16,18
16,19
17,16
17,15
17,18
17,19
18,16
18,17
18,15
18,19
19,16
19,17
19,18
19,15
20,21
20,22
20,23
20,24
21,20
21,22
21,23
21,24
22,21
22,20
22,23
22,24
23,21
23,22
23,20
23,24
24,21
24,22
24,23
24,20
0,5
0,10
0,15
0,20
5,0
5,10
5,15
5,20
10,0
10,5
10,15
10,20
15,0
15,5
15,10
15,20
20,0
20,5
20,10
20,15
1,20
1,21
2,15
2,16
5,15
6,16
7,20
9,21
9,22
10,1
10,2
12,22
13,15
13,16
15,2
20,17
21,18
24,6
